year,month,province,district,project_name,firm,category,order,completion,liras,houses
2007,1,nigde,bor,nigde-bor 4.bolge + ticaret merkezi,can ins. san. ve tic. a.s.,konut_sosyal_donati,60,100,24250000,208
2008,10,ordu,merkez,ordu merkez ilkogretim24 - ordu unye ilkogretim24,ozkan muh. ins. san. ve tic. ltd. sti.,altyapi_sosyal,153,100,5486354,
2012,9,ordu,merkez,ordu ili merkez ilcesi karacaomer koyu 32 derslikli ilkogretim okulu insaati ile altyapi ve cevre duzenlemesi isi,altinordu yapi end. ins. gida san. tic. ltd. sti.,altyapi_sosyal,433,100,3652000,
2012,12,ordu,fatsa,ordu ili fatsa ilcesi evkaf mah. 200 ogrencilik pansiyon insaati ile altyapi ve cevre duzenlemesi isi,retu yapi san. ve tic. ltd. sti. &amp; nace muh. ins. san. ve tic. ltd. sti. is ortakligi,altyapi_sosyal,451,100,2649000,
2013,5,ordu,merkez,ordu merkez memursen 1'er adet 32 derslikli ilkogretim okulu ve 24 derslikli lise insaati ile altyapi ve cevre duzenlemesi  (ikmâl insaati),kinaylar grup  ins. san. ve tic. ltd. sti.,altyapi_sosyal,489,100,2890000,
2013,7,ordu,unye,ordu ili unye ilcesi denizbukunalci koyu 4 adet 40 kapasiteli sevgi evleri insaati ile altyapi ve cevre duzenlemesi isi,nace muh. ins. san. ve tic. ltd. sti.,altyapi_sosyal,502,100,1852000,
2013,10,ordu,fatsa,ordu ili fatsa ilcesi 300 yatakli devlet hastanesi insaati isi,pekintas yapi san.ve tic. ltd. sti. &amp; pekerler ins. ener. tas. turz. san. ve tic. ltd. sti. is ort.,altyapi_sosyal,529,100,62895000,
2014,5,ordu,gurgentepe,ordu ili gurgentepe ilcesi 20 yatakli devlet hastanesi ile altyapi ve cevre duzenlemesi insaati isi,seler taah. yapi ins. san. ve tic. ltd. sti.,altyapi_sosyal,588,100,10783000,
2015,2,ordu,unye,"ordu unye 300 yatakli devlet hastanesi, kapali otopark insaati ikmal isi",karakoc toplu konut yapi ins. san. ve tic. ltd. sti.,altyapi_sosyal,599,100,10300000,
2011,10,ordu,unye,ordu ili unye ilcesi 32 derslikli ilkogretim okulu insaati ile altyapi ve cevre duzenlemesi isi,ekom gida ve ins. kimya san. tic. taah.  ltd. sti.,altyapi_sosyal,744,98,2891044,
2013,9,ordu,merkez,ordu ili merkez ilcesi yenimahalle 1 adet 24 derslikli saglik meslek lisesi insaati ile altyapi ve cevre duzenlemesi isi,karaahmetoglu ins. taah. san. tur. ve tic. ltd. sti.,altyapi_sosyal,822,84,4500000,
2009,4,ordu,aybasti,"ordu aybasti ortakoy mevkii 24 derslikli ilkogretim okulu, 300 kisilik pansiyon insaatlari ile altyapi ve cevre duzenlemesi isi",ozemek yapi ins. san. tic. ltd. sti.,idare_konut,257,100,5550000,
2009,6,ordu,merkez,"ordu merkez karacaoren koyu aydin mevkii 2. bolge 312 adet konut, 1 adet ticaret merkezi insaati ile adaici ve genel altyapi cevre duzenlemesi yapim isi",erkut ins. yapi end. san. tic. ltd. sti.,idare_konut,261,100,17125000,312
2011,1,ordu,merkez,"ordu merkez karacaoren 3.bolge 648 konut, cami",yp ins. a.s.,idare_konut,304,100,37435000,648
2013,5,ordu,golkoy,ordu ili golkoy ilcesi 177 adet konut ile altyapi ve cevre duzenlemesi insaati isi,adahan ins. ve tic. a.s.,idare_konut,387,100,11638000,177
2013,10,ordu,persembe,"ordu ili persembe ilcesi cinar mahallesi 206 adet konut, kacali mahallesi 177 adet konut ,1’er adet camii ve bufe insaatlari ile altyapi ve cevre duzenlemesi isi",mustafa eksi ins. tur. san. tic. ltd. sti.,idare_konut,403,100,28045000,383
2004,,ordu,unye,"ordu unye ticaret merkezi, cami, sadirvan ( 140 alt gelir)",kobalt ins. tur. tic. a.s.,idare_konut,468,93,19241000,448
2006,8,ordu,merkez,"ordu merkez 742 konut + sosyal donati (ilkogretim-16, ticaret merkezi, kutuphane, saglik ocagi, cami-sadirvan))",teknotes muh. insaat taah.tic ve san. a.s. &amp; caba muh. ins. mek.elk.san tic. ltd. sti. is ortakligi,idare_konut,491,99,39339000,742
2009,6,ordu,merkez,ordu merkez karacaoren koyu aydin mevkii 1.bolge memur-sen 798 konut,mustafa eksi ins. tur. san. tic. ltd. sti.,idare_konut,515,98,43240000,798
2010,5,ordu,aybasti,ordu aybasti 254 konut,inta muh. mim. ins. san. tic. ltd. sti.,idare_konut,525,0,21661609,254
2016,7,ordu,altinordu,"ordu ili altinordu ilcesi sirinevler mahallesi kamyon garaji o.p.a. kentsel donusum ve gelisim projesi 311 adet konut, ticaret merkezi ve cami insaati ile altyapi ve cevre duzenlemesi isi
",acarkent ins. tic. ltd. sti.,kentsel_donusum,114,100,44444000,311
2005,4,ordu,fatsa,"ordu fatsa konut + sosyal donati (ilkogretim-16, ticaret merkezi, cami, kutuphane sadirvan)",ilci ins. san. ve tic a.s.,konut_sosyal_donati,17,100,13993000,320
2009,10,ordu,golkoy,"ordu golkoy (alt gelir 96 adet ) konut + ticaret merkezi , cami, ilkogretim 16",inta muh. mim. ins. taah. san. ve  tic. ltd,konut_sosyal_donati,348,98,13700000,208
2013,10,ordu,mesudiye,"ordu ili mesudiye ilcesi 204 konut, 1’er adet ticaret merkezi ve cami insaati ile altyapi ve cevre duzenlemesi isi",asfel elektrik ins. taah. tic. paz. ltd. sti.,konut_sosyal_donati,378,98,16898000,204
2021,1,ordu,gurgentepe,"ordu  ili, gurgentepe ilcesi, dosek mahallesi 75 adet konut insaati ile altyapi ve cevre duzenlemesi isi (e_ihale)",,konut_sosyal_donati,479,,,75
2021,3,ordu,aybasti,ordu ili aybasti ilcesi 88 adet konut  insaatlari ile altyapi ve cevre duzenlemesi isi,,konut_sosyal_donati,492,,,88
2020,9,ordu,akkus,"ordu ili, akkus ilcesi, 24 derslikli egitim yapisi, tokat ili, erbaa ilcesi, ismetpasa mahallesi, (mevlana ilkokulu) 12 derslikli egitim yapisi, kurtulus mahallesi (yavuz selim ilkokulu) 12 derslikli egitim yapisi ile altyapi ve cevre duzenlemesi insaati isi",,protokol_meb,18,,,
2009,1,osmaniye,duzici,osmaniye duzici 50 yatakli devlet hastanesi insaati isi,aydin ins. taah san. ve tic. ltd. sti.,altyapi_sosyal,168,100,6169000,
2013,5,osmaniye,kadirli,osmaniye ili kadirli ilcesi cemalpasa mahallesi 1 adet 32 derslikli ilkogretim okulu insaati ile altyapi ve cevre duzenlemesi isi,osman acar ins. gida ener. san. ve tic. ltd. sti.,altyapi_sosyal,484,100,5128000,
2014,3,osmaniye,kadirli,osmaniye ili kadirli ilcesi 300 kisilik (304 kapasiteli) yurt binasi ile altyapi ve cevre duzenlemesi insaati isi,leda yapi ve prj. taah. ltd. sti.,altyapi_sosyal,577,100,8859000,
2007,6,osmaniye,kadirli,osmaniye kadirli 150 yatakli hastane,dio dan. ins. org. taah.muh. san. ve tic. ltd. sti,altyapi_sosyal,638,98,14243801,
2010,7,osmaniye,merkez,osmaniye cocuk yuvasi insaati ile altyapi ve cevre duzenlemesi isi,emas enternasyonel ins.taah.san. ve tic.ltd.sti.,altyapi_sosyal,702,64,1082000,
2013,6,osmaniye,kadirli,osmaniye ili kadirli ilcesi cemalpasa mahallesi 1'er adet 16 derslikli saglik meslek lisesi ve 300 kisilik pansiyon insaatlari ile altyapi ve cevre duzenlemesi isi,gaziantep gold yapi ins. taah. san. ve tic. ltd. sti.,altyapi_sosyal,807,99,6859000,
2013,12,osmaniye,kadirli,"osmaniye ili kadirli ilcesi cemalpasa mah. 1'er adet 24 derslikli ticaret meslek lisesi, duzici ilcesi haruniye mah. 24 derslikli imam hatip lisesi, 24 derslikli ticaret meslek lisesi, 300 ogrencilik pansiyon ve spor salonu insaatlari ile altyapi ve cevre duzenlemesi isi",sagir ins. gida teks. turz. san. ve tic. ltd. sti.,altyapi_sosyal,839,98,15740000,
2005,3,osmaniye,kadirli,osmaniye kadirli topraktepe,feza ins.tic.turz.ve san.ltd.sti.,idare_konut,104,100,3192168,84
2005,10,osmaniye,merkez,osmaniye merkez fakusagi,halil avci – ins. muh. mut,idare_konut,141,100,9247000,264
2011,8,osmaniye,merkez,"osmaniye yesilyurt 320 adet konut, ile altyapi ve cevre duzenlemesi insaati isi",evyap ins. san. ve tic. ltd. sti.,idare_konut,330,100,15826000,320
2009,10,osmaniye,merkez,"osmaniye merkez yaveriye koyu 128 adet konut, altyapi ve cevre duzenlemesi insaati isi",elda ins. tic. ve san.ltd.sti.&amp; ercan eker is ort.,idare_konut,519,98,4269492,128
2011,11,osmaniye,duzici,osmaniye duzici harunuye koyu 168 adet konut insaati ile altyapi ve cevre duzenlemesi isi,kart ins dek. ltd. sti.,idare_konut,547,97,6905000,168
2012,6,osmaniye,merkez,osmaniye ili merkez ilcesinde yapilacak sosyal guvenlik kurumu (sgk) il mudurlugu hizmet binasi ile altyapi ve cevre duzenlemesi insaati isleri,evyap ins. san. tic. ltd. sti.,kamu_hizmet,13,100,2785000,
2013,4,osmaniye,merkez,osmaniye ili merkez ilcesi yesilyurt mahallesi 2. etap 256 adet konut insaati ile altyapi ve cevre duzenlemesi isi,ozcan celik ins. san. ve tic. ltd. sti.,kentsel_donusum,82,100,19230000,256
2004,10,osmaniye,duzici,"osmaniye duzici haruniye konut + sosyal donati (camii, sadirvan, carsi, kafeterya)",guc-ar ins. san. tic. a.s.,konut_sosyal_donati,8,100,7635000,192
2006,6,osmaniye,merkez,"osmaniye merkez yaveriye 1.bolge (ilkogretim-16, ticaret merkezi, cami, sadirvan, kutuphane) ve merkez fakusagi sosyal donati (ilkogretim-24, saglik ocagi)",ozuyar ins.ve tic.ltd.sti.,konut_sosyal_donati,42,100,23328000,482
2006,12,osmaniye,kadirli,"osmaniye kadirli 2. etap (ticaret merkezi, camii)",halil avci &amp;#8211; ins. muh. mut,konut_sosyal_donati,52,100,11093000,160
2021,3,osmaniye,merkez,"osmaniye ili, merkez ilcesi, kurtulus mahallesi jandarma komutanligi 59 adet konut (lojman) insaati ile altyapi ve cevre duzenlemesi isi",,konut_sosyal_donati,491,,,59
2021,4,osmaniye,merkez,"osmaniye ili, merkez ilcesi, yaverpasa mahallesi 604 adet konut insaati ile altyapi ve cevre duzenlemesi isi  (e- ihale)",,konut_sosyal_donati,502,,,604
2017,4,osmaniye,duzici,"osmaniye ili duzici ilcesi 63 konut insaati ile altyapi ve cevre duzenleme isi
",7 k ozturk ins. yapi malz. san. tic. ltd. sti.,talep_organizasyon,104,98,7500000,63
2019,9,osmaniye,bahce,"osmaniye ili bahce ilcesi 135 adet konut  ve 1 adet 3 dukkanli ticaret merkezi insaatlari ile altyapi ve cevre duzenlemesi isi
",ridvan pamukci ins. taah. tic. a.s.,talep_organizasyon,167,90,30400000,135
2003,,rize,merkez,"rize (kavakli, bagdatli, islampasa, atmeydani, muftu) afet konutu.",yuksel ins. a.s. ve tekesinler ins. san. ve tic. ltd. sti. ortak girisimi,afet_konutu,11,100,6798000,372
2006,9,rize,guneysu,"rize guneysu - rize pazar ticaret merkezi, cami, sadirvan",oz akkuslar ins.san. tic. ltd.sti.,afet_konutu,22,100,4300000,96
2010,11,rize,merkez,rize gundogdu 172 adet konut,oz-kar ins. tic. ve san. a.s.,afet_konutu,46,100,10680000,172
2005,2,rize,pazar,rize pazar ilkogretim 16,cemal tartar&amp; balkent ins.ith.ihr.tic.ve san. ltd. sti.,altyapi_sosyal,34,100,1095000,
2006,12,rize,pazar,rize pazar kultur merkezi,orma uluslararasi ins.san.ve tic.a.s.,altyapi_sosyal,86,100,,
2007,8,rize,merkez,rize 250 yatakli devlet hastanesi,kilic ins. ith. ihr. san. a.s.,altyapi_sosyal,115,100,45890000,
2008,5,rize,pazar,rize pazar hamidiye 150 yatakli hastane,aksu ins.,altyapi_sosyal,136,100,18341000,
2010,3,rize,findikli,rize findikli 50 yatakli huzurevi insaati ile altyapi ve cevre duzenlemesi isi,aksu ins. a.s.,altyapi_sosyal,265,100,3440530,
2010,8,rize,ardesen,"rize ili ardesen ilcesi 1 adet 24 derslikli lise, 1 adet 200 kisilik pansiyon ve 1 adet spor salonu insaatlari ile altyapi ve cevre duzenlemesi isi",irden ins.ve tic.ltd.sti.,altyapi_sosyal,288,100,5353000,
2012,12,rize,findikli,rize ili findikli ilcesi tatlisu mahallesi 1'er adet 16 derslikli lise ve 200 kisilik pansiyon insaatlari ile altyapi ve cevre duzenlemesi isi,yapi kur ins. san. ve tic. a.s.,altyapi_sosyal,458,100,6748000,
2013,6,rize,merkez,rize egitim ve arastirma hastanesine ait katli otopark insaati isi,intek yapi ins. mim. muh. san. tic. ltd. sti. &amp; bitas muh. mimarlik ins. san. ve tic. ltd. sti. is o,altyapi_sosyal,492,100,11300000,
2008,11,rize,pazar,rize pazar gaba lisesi 32 insaati,senturk ins. taah. muh. mim. gida ve tem. hiz. tur. nak. tic. ltd. sti.,altyapi_sosyal,663,99,3400000,
2011,9,rize,merkez,rize ili muradiye ilcesi 16 derslikli lise insaati ile altyapi ve cevre duzenleme isi,ozbaybil ins. san. ve tic.ltd.sti.,altyapi_sosyal,734,78,3786000,
2021,4,rize,merkez,"rize ili, merkez ilcesi, ciftekavak mahallesi sanayi alani projesi 207 adet dukkan insaatlari ile altyapi ve cevre duzenlemesi isi",,diger,34,,,
2004,12,rize,pazar,rize pazar kocakopru,kalyon imar end. turz. ve tic. ltd. sti,idare_konut,88,100,47366000,168
2005,1,rize,camlihemsin,rize camlihemsin,balkent ins.ith.ihr.tic.ve san.ltd.sti.,idare_konut,93,100,1795000,48
2005,11,rize,merkez,"rize merkez findikli (48), ardesen (164), cayeli (156)",gurbuz ins. san. ve tic. ltd. sti &amp; tas ins.turz. ltd. sti is ortakligi,idare_konut,151,100,13225000,368
2007,2,rize,hemsin,"rize hemsin konut, ticaret merkezi",aksu ins.taah.tic.san.ve nak.ith.ve ihr.ltd.sti.,idare_konut,195,100,4250000,56
2008,11,rize,merkez,rize merkez gulbahar 467 ada 4-5-6-7 parsellerde konut,senturk ins. taah. muh. mim. gida ve tem. hiz. tur. nak. tic. ltd. sti.,idare_konut,252,100,4150000,96
2018,3,rize,guneysu,rize ili guneysu ilcesi ulucamii mahallesi 158 adet konut insaati ile altyapi ve cevre duzenlemesi isi,aydur ins. taah. tic. ve san. turz. tas. hiz. ltd. sti.,idare_konut,616,95,27200000,158
2019,3,rize,merkez,"rize hamamderesi kentsel donusum ve gelisim projesindeki  1 adet avm insaati tamamlama isi
",ozarel elektrik ins. danismanlik taah. san. tic. ltd. sti.,ikmal_ihalesi,67,95,6159000,
2010,9,rize,merkez,"rize ili merkez ilcesi hayrat mahallesi 283 adet konut, 14 adet dukkan insaatlari ile altyapi ve cevre duzenlemesi ikmal isi",seal insaat ve ticaret anonim sirketi &amp; metin oktay is ortakligi,ikmal_ihalesi,90,6,63839000,283
2012,4,rize,merkez,rize merkez sosyal guvenlik il mudurlugu (sgk) hizmet binasi ile altyapi ve cevre duzenlemesi insaati isi,basar insaat tic. ve san. ltd. sti.,kamu_hizmet,10,100,5195000,
2019,4,rize,iyidere,rize ili iyidere ilcesi hukumet konagi ve jandarma binasi insaati ile altyapi ve cevre duzenlemesi isi,orc ins. san. ve tic. a.s. &amp; mns cevre teknolojileri muh. ins. ve eks. san. tic. ltd. sti. is ortakligi,kamu_hizmet,123,82,18842000,
2014,11,rize,merkez,"rize hamamderesi kentsel donusum ve gelisim projesi 759 adet konut, 1 adet avm, 1 adet cami insaati ile altyapi ve cevre duzenlemesi isi",ozulke insaat ticaret a.s. &amp; maksem yapi ticaret a.s. is ortakligi,kentsel_donusum,150,96,97722000,759
2018,3,rize,guneysu,rize ili guneysu ilcesi kentsel donusum ve gelisim projesi 1.etap 93 adet konut ve 20 adet dukkan insaati ile altyapi ve cevre duzenlemesi isi,aydur ins. taah. tic. ve san. turz. tas. hiz. ltd. sti.,kentsel_donusum,200,95,22000000,93
2019,2,rize,hemsin,"rize ili hemsin ilcesi kentsel donusum ve gelisim projesi 106  adet konut , 1 adet kaymakamlik konutu, 1 adet kres, 24 adet dukkan ve isi merkezi insaatlari ile altyapi ve cevre duzenlemesi isi
",okcuoglu ins. muh. mus. san ve tic. a.s. &amp; celikmen yapi muh. ins. sosy. hizm. tur. nak. san. tic. ltd. sti. is ortakligi,kentsel_donusum,206,66,43820000,106
2020,4,rize,merkez,rize ili merkez ilcesi salarha beldesi kentsel donusum projesi 465 adet konut ve 12 adet dukkan insaatlari ile altyapi ve cevre duzenlemesi isi,endam yapi a.s. &amp; navyap ins. turz. tas. pet. urn. ith. ihr. san. ve tic. ltd. sti.  is ortakligi,kentsel_donusum,224,31,99649000,465
2013,1,rize,guneysu,"rize ili guneysu ilcesinde yapilacak 39 konut, 35 isyeri, 1'er adet kafeterya ve anaokulu ile altyapi ve cevre duzenlemesi insaati isi (ikmâl insaati)",harun oguz mut. ins. mal. toptan satisi ins. muh.,konut_sosyal_donati,262,100,1495000,39
2020,7,rize,merkez,"rize ili merkez ilcesi yaglitas mahallesi kentsel donusum projesi 1. etap 465 adet konut, 4 adet isyeri ve 1 adet cami insaatlari ile altyapi ve cevre duzenlemesi isi (e-ihale)",kahraman insaat ve ticaret ltd. sti.,konut_sosyal_donati,443,0,159210000,465
2021,4,rize,kalkandere,rize  ile  kalkandere  ilcesi  yukari  tatlisu mahallesi 69 adet konut insaati ile altyapi ve cevre duzenlemesi isi,,konut_sosyal_donati,503,,,69
2021,1,rize,merkez,"rize ili muradiye ilcesi yesildere mahallesi 178 adet konut insaati ile altyapi ve cevre duzenlemesi isi (e- ihale)
",bikan muh. ins. taah. nakl. harf. tur. san. tic. ltd. sti.,talep_organizasyon,220,0,34212000,178
2021,4,rize,guneysu,"rize ili guneysu ilcesi kucukcami mahallesi kentsel donusum ve gelisim projesi 2.etap 143 adet konut  insaati ile altyapi ve cevre duzenlemesi isi (e-ihale)
",,talep_organizasyon,232,,,143
2020,6,rize,guneysu,rize  ili  guneysu  ilcesi  ulucami  mahallesi  millet  bahcesi  ve  millet bahcesine ait sosyal donatilar insaatlari ile altyapi ve cevre duzenlemesi isi (e-ihale),tetraport yapi ticaret limited sirketi,millet_bahcesi,38,0,18739000,
2019,1,istanbul,besiktas,rtuk istanbul hizmet binasi ile altyapi ve cevre duzenleme insaati ikmal isi,ycg ins. muh. mad. san. ve tic. ltd. sti.,ikmal_ihalesi,65,98,7195000,
2009,2,sakarya,merkez,"sakarya adapazari korucuk  (yoksul grubu) 496 adet konut ile adaici, genel altyapi ve cevre duzenlemesi insaati isleri",yilka-nur ins. san. ve tic. ltd. sti.,alt_gelir,56,100,13400000,496
2013,1,sakarya,tarakli,sakarya tarakli 48 adet konut insaati ile altyapi ve cevre duzenlemesi isi (ikmal insaati),mustafa eksi ins. tur. san. ve tic. ltd. sti.,alt_gelir,74,100,1847900,48
2003,,sakarya,merkez,sakarya adapazari korucuk genel altyapi insaati,mintas muh. ins. taah. ve tic. a.s.,altyapi_sosyal,1,100,2241900,
2003,,sakarya,merkez,sakarya adapazari korucuk dogalgaz celik boru dosemesi isi,beta muh. mus. taah. tic. ltd. sti.,altyapi_sosyal,2,100,975140,
2003,,sakarya,merkez,"sakarya adapazari korucuk sosyal donati (ilkogretim 24, ticaret merkezi, cami ve izmit atilim lisesi ek bina)",demars ins. turz. tic. ltd. sti.,altyapi_sosyal,3,100,2050000,
2003,,sakarya,merkez,sakarya adapazari korucuk a1-a3 yollari insaati,elit proje mus.taah.tic.ldt.sti.,altyapi_sosyal,11,100,493388,
2003,,sakarya,merkez,sakarya adapazari korucuk kanalizasyon kollektor insaati,elit proje mus.taah.tic.ldt.sti.,altyapi_sosyal,12,100,1546233,
2005,2,sakarya,merkez,sakarya adapazari korucuk 250 yatakli devlet hastanesi insaati,intim ins.tic.mus.ltd.sti.,altyapi_sosyal,35,100,21945000,
2005,5,sakarya,merkez,sakarya  adapazari korucuk bolunmus yol insaati,mintas muh. ins. taah. ve tic. a.s.,altyapi_sosyal,45,100,1577227,
2007,2,sakarya,merkez,"sakarya adapazari korucuk ilkogretim 24, kres, spor salonu, ticaret merkezi, saglik ocagi,",ofisan ins. tur. san. ve tic. ltd. sti.,altyapi_sosyal,89,100,6297000,
2007,6,sakarya,merkez,"sakarya merkez, lise-24, lise-16, 300 kisilik pansiyon, ferizli lise-16, geyve lise-16, karasu lise-16, kocaali lise-16",ofisan ins. tur. san. ve tic. ltd. sti.,altyapi_sosyal,101,100,17276286,
2008,2,sakarya,merkez,sakarya adapazari mithatpasa 400 yatakli devlet hastanesi,gestas ins.tic.ve san.a.s,altyapi_sosyal,127,100,54495000,
2010,6,sakarya,karasu,sakarya karasu 75 yatakli hastane insaati ile altyapi ve cevre duzenlemesi isi (ikmâl insaati),en-sa yapi ve ins. tur. nak. gida san. a.s.,altyapi_sosyal,279,100,11750000,
2011,7,sakarya,hendek,sakarya ili hendek ilcesi 100 yatakli devlet hastanesi,okman ins. tic. san. ve turz. ltd. sti. &amp; suer okman ins. muh. mut. is ortakligi,altyapi_sosyal,326,100,15812687,
2012,1,sakarya,sapanca,"sakarya ili  sapanca ilcesi 20 yatakli devlet hastanesi, altyapi ve cevre duzenlemesi insaati",5 a muh. ins ve aritma - memet gultekin,altyapi_sosyal,381,100,3877000,
2012,5,sakarya,hendek,sakarya ili hendek ilcesi 1 adet 16 derslikli lise ve 2 adet atolye insaatlari ile altyapi ve cevre duzenlemesi isi,zirve ins. tic. ltd.sti.,altyapi_sosyal,405,100,4750000,
2014,5,sakarya,geyve,sakarya ili geyve ilcesi 1 adet 300 kisilik (349 kisi kapasiteli) yurt insaati ile altyapi ve cevre duzenlemesi isi,akhas ins. san. ve tic. ltd. sti,altyapi_sosyal,591,100,8814000,
2020,12,sakarya,adapazari,"sakarya ili adapazari ilcesi, yahyalar mah 16 derslik karaosman ilkokulu, ozanlar mah arayer mevki 16 derslik sehit abdullah omur ilkokulu, tuzla mah 16 derslikli kurtulus ortaokulu ve kurtulus ilkokulu insaati ile altyapi ve cevre duzenlemesi isi",aks grup yapi endustri ticaret limited sirketi &amp; selahi cinarlioglu is ortakligi,altyapi_sosyal,922,0,21625000,
2003,,sakarya,merkez,sakarya adapazari korucuk 1. etap a bolgesi 182 konut insaati,emay ins.taah. san.tic.a.s.,idare_konut,1,100,4977000,182
2003,,sakarya,merkez,sakarya adapazari korucuk 1. eatp b bolgesi 256 konut insaati,kontas ins. mad. san. tic. ith. ihr. ltd. sti.,idare_konut,2,100,6500000,256
2003,,sakarya,merkez,sakarya adapazari korucuk 1. etap c bolgesi 148 konut insaati,asil ins.san.tic.ltd.sti.,idare_konut,3,100,4588000,148
2003,,sakarya,merkez,sakarya adapazari korucuk 1. etap d bolgesi 226 konut insaati.,cakarlar ins.san.ltd.sti.,idare_konut,4,100,6349000,226
2005,2,sakarya,merkez,sakarya adapazari korucuk ii. etap 936 konut insaati,turan haznedaroglu ins.tic.a.s.,idare_konut,99,100,25950000,936
2006,6,sakarya,merkez,"sakarya adapazari camili 1.etap ve 2. etap + (kutuphane, cami, sadirvan )",atlas yapi san.ve tic. a.s. &amp; erdinc ins. taah. mobilya san. tic. ltd. sti. is ortakligi,idare_konut,167,100,74500000,1208
2012,8,sakarya,akyazi,sakarya ili akyazi ilcesi 384 adet konut insaati ile altyapi ve cevre duzenlemesi isi,cetinler nak. ins. ith. ihr. san. tic. ltd. sti. &amp; uma haf. nak. ins. san. tic. ltd. sti. is ort.,idare_konut,554,98,22448000,384
2014,5,sakarya,tarakli,"sakarya ili tarakli ilcesi 96 adet konut, 1 adet bufe ile altyapi ve cevre duzenlemesi insaati isi",kerimoglu ins.nak.teks.oto tur.san ve tic. ltd. sti.,idare_konut,574,91,8629000,96
2020,12,sakarya,kocaali,"sakarya  ili  kocaali  ilcesi  caferiye mahallesi  2.  etap  403  konut   ve  1  adet  ticaret  merkezi  insaati  ile  altyapi  ve cevre  duzenlemesi  isi (e-ihale)
",,idare_konut,704,,,403
2015,9,sakarya,akyazi,"sakarya ili akyazi ilcesi 400 kisilik yurt ve 1 adet guvenlik binasi  ile altyapi ve cevre duzenlemesi isi
",atr yapi proje san. ve tic. a.s.,kamu_hizmet,48,100,12940000,
2016,7,sakarya,karasu,"sakarya ili karasu ilcesi 400 kisilik yurt ve 1 adet guvenlik binasi ile altyapi ve cevre duzenlemesi isi

",seler taah. yapi ins. san. ve tic. ltd. sti.,kamu_hizmet,64,100,11243000,
2015,10,sakarya,sapanca,sakarya ili sapanca ilcesi 500 kisilik yurt binasi ile altyapi ve cevre duzenlemesi isi,sagir ins. gida teks. turz. san. ve tic. ltd. sti. &amp; sagir kardesler ins. ve taah. san. tic. a.s.,kamu_hizmet,94,88,13663000,
2015,1,sakarya,sapanca,sakarya ili sapanca ilcesi kentsel donusum projesi 740 adet konut ve 35 adet dukkan insaatlari ile altyapi ve cevre duzenlemesi isi,leda yapi ve proje taah. ltd. sti. &amp; aydin ins. taah. san.  ve. tic. ltd. sti. is ortakligi,kentsel_donusum,153,98,82957000,740
2006,6,sakarya,karasu,"sakarya - karasu 1. bolge (160 alt gelir) + sosyal donati (ilkogretim 24, ticaret merkezi, cami, sadirvan, kutuphane)",barsa ins. tic. ltd. sti.,konut_sosyal_donati,43,100,16206000,304
2008,3,sakarya,sapanca,sakarya sapanca konut + ticaret merkezi,uc-as ins. turz. taah. proj. muh. mus. ve tic. ltd. sti.,konut_sosyal_donati,107,100,11975000,240
2010,9,sakarya,merkez,"sakarya adapazari 384 adet konut, 2 adet sosyal tesis, 1'er adet 24 derslikli ilkogretim okulu, cami, ticaret merkezi  ile altyapi ve cevre duzenlemesi insaati isi",yilkanur ins.san ve tic.ltd.sti.,konut_sosyal_donati,214,100,17970000,384
2012,7,sakarya,adapazari,sakarya ili adapazari ilcesi korucuk mah. 466 adet konut insaati ile altyapi ve cevre duzenlemesi isi,gucar ins. san. ve tic. a.s.,konut_sosyal_donati,255,100,29981000,466
2013,1,sakarya,adapazari,sakarya adapazari korucuk 3. etap 800 konut (ikmâl insaati),mustafa eksi ins. tur. san. ve tic. ltd. sti.,konut_sosyal_donati,373,92,1650000,800
2020,5,sakarya,adapazari,"sakarya ili, adapazari ilcesi, korucuk mahallesi 577 adet konut insaati ile altyapi ve cevre duzenlemesi isi (e-ihale)",iz-tas ins metal mermaden tarim taahsan tic ltd sti,konut_sosyal_donati,434,26,102820000,577
2013,4,sakarya,adapazari,sakarya 25.000 seyirci kapasiteli stadyum insaati isi,ahes ins. tic. ve san. a.s.,stadyum,8,100,106054053,
2016,5,sakarya,kocaali,"sakarya ili kocaali ilcesi caferiye mahallesi 448 adet +(8 kd) konut , 24 derslikli i.o.o. , t-300 cami, ticaret ile altyapi ve cevre duzenlemesi isi

",mustafa eksi ins. turz. san. ve tic. ltd. sti. &amp; aydur ins. taah. tic. ve san. turz. tas. hiz. ltd. sti. is ortakligi,talep_organizasyon,34,100,71553000,448
2020,12,sakarya,adapazari,"sakarya ili adapazari ilcesi alanduzu mahallesi 159 adet konut  insaati ile altyapi ve cevre duzenlemesi isi (e-ihale)
",,talep_organizasyon,210,,,159
2020,12,sakarya,akyazi,"sakarya ili,akyazi ilcesi 24 derslikli anadolu lisesi,karasu ilcesi 16 derslikli anadoluihatip lisesi ve 24 derslikli ilkokul, sapanca ilcesi 16 derslikli ortaokul, serdivan ilcesi 16 derslikli ilkokul ile altyapi ve cevre duzenlemesi insaati isi",,protokol_meb,27,,,
2019,2,sakarya,adapazari,"sakarya ili  millet bahcesi ve millet bahcesine ait  sosyal donatilar insaatlari ile altyapi ve cevre duzenlemesi isi
",everest mad. ins. nak. san. ve tic. a.s.,millet_bahcesi,4,96,15480000,
